idx,question,answer,context
disease_7117,Trong trường hợp bí thiếu máu thân não sẽ dẫn đến các hệ lụy gì?,"Khi bí thiếu máu thân não sẽ làm tổn thương nhí tiền đình và gáy ra các triệu chứng rối loạn tiền đình. Trầm trọng hậu trong trong trườnh hợp rối loạn tiền đình vẫn kéo dài, liên tụ nhiều lần sẽ gây ra tình trạng nhồi máu thuần tụy tiền đình. Đối với nhiều bệnh hệ thần kinh mối khi bí thiếu máu não điển hình cũng sẽ gây ra triệu chứng ở thuần tụy máu diễn hình.","Hệ tiền đình được cung cấp máu từ hệ động mạch thân nền. Vì vậy, khi có sự tắc nghẽn hệ động mạch này sẽ gây tổn thương tiền đình và dẫn đến rối loạn tiền đình. Chẩn đoán dựa vào bệnh sử và thăm khám các triệu chứng ở thân não, như nói đớ, yếu tay chân, nhìn đôi. Thiếu mão thân não Khi động mạch thân nền bị xơ vữa sẽ giảm lưu lượng máu đến thân não để nuôi tiền đình. Làm rối loạn chức năng của nhan tiền đình và gây ra các triệu chứng rối loạn tiền đình. Nặng hơn nữa là tắc động mạch thân nên gây ra tình trạng nhồi máu não (đột quỵ) sẽ làm tổn thương nhân tiền đình . Cơn thiếu máu não thoáng qua Khi động mạch thân nền hẹp quá nặng có thể làm thiếu máu nhân tiền đình thoáng qua và có thể kéo dài vài phút đến vài giờ. Sau đó, động mạch được tái thông thì máu đến nuôi tiền đình sẽ bình thường và chức năng của tiền đình được hồi phục. Vì vậy, bệnh nhân chỉ bị triệu chứng trong một khoảng thời gian thoáng qua. Xem thêm: Y học thường thức: Thiếu máu não thoáng qua"
disease_8035,Các yếu tố nào dẫn đến nhiễm trùng và gây viêm túi mật?,Sự ứ đọng dịch mật lâu ngày ở túi mật do hình thành sỏi bùn có thể dẫn đến nhiễm trùng và gây viêm túi mật.,"Sỏi bùn khiến dịch mật ứ đọng lâu ngày. Điều này dẫn đến nguy cơ nhiễm trùng và gây viêm túi mật. Khi túi mật bị viêm bệnh nhân sẽ có triệu chứng rõ ràng hơn như: đau bụng nhiều vùng hạ sườn phải, nôn ói, sốt…"
disease_10465,"Trong giai đoạn theo dõi sau điều trị tắc ruột, điều quan trọng nhất cần lưu ý là gì?","Điều quan trọng nhất cần lưu ý trong giai đoạn theo dõi sau điều trị tắc ruột là sử dụng thuốc đúng theo quy định dưới sự hướng dẫn của bác sĩ, tránh tự ý ngưng thuốc hay bỏ thuốc.","- Cần dùng thuốc đúng quy định dưới sự hướng dẫn của bác sĩ, điều dưỡng. Không tự ý ngưng thuốc hay bỏ thuốc.
- Tự theo dõi các tác dụng phụ nếu có của thuốc: ngứa, nổi mày đay, khó thể để báo bác sĩ kịp thời.
- Theo dõi các triệu chứng của bệnh như: tình trạng nôn, buồn nôn, đầy bụng, đi tiêu phân đen hay có máu, trung tiện, sốt, vết mổ (màu sắc, dịch bất thường của vết mổ). Lưu ý, bệnh nhân cần tái khám ngay khi có các triệu chứng tái phát: đau bụng, nôn ói, bí trung đại tiện, chướng bụng; hoặc đau, sưng, chảy dịch bất thường vết mổ nếu có. Tắc ruột quả thực không quá khó để nhận biết. Chỉ cần thận trọng với các triệu chứng như đau, nôn, bí trung và đại tiện, chúng ta đã có thể phát hiện được phần lớn các trường hợp. Chẩn đoán sớm và điều trị sẽ mang lại kết quả rất khả quan. Vì vậy, hãy đến các cơ sở y tế càng sớm càng tốt nếu có bất cứ dấu hiệu nghi ngờ nào và đừng nên cố gắng điều trị tắc nghẽn đường ruột tại nhà, bạn nhé!"
disease_6718,Một đứa trẻ mắc chứng khó đọc nghiêm trọng có tương lai ra sao?,Một đứa trẻ mắc chứng khó đọc nghiêm trọng có thể không bao giờ đọc như bình thường được.,"Trẻ mắc chứng khó đọc được giúp đỡ thêm ở trường mẫu giáo hoặc lớp một thường sẽ cải thiện kỹ năng của mình. Những can thiệp này giúp trẻ đảm bảo việc học ở các bậc sau. Với trẻ không được can thiệp sớm, mãi cho đến các lớp sau này, chúng vẫn có thể gặp khó khăn trong việc học các kỹ năng cần thiết để đọc tốt. Trẻ có thể bị tụt hậu về mặt học tập, không bắt kịp bạn cùng lứa và các vấn đề tâm lý sẽ phát sinh. Một đứa trẻ mắc chứng khó đọc nghiêm trọng có thể không bao giờ đọc như bình thường được. Tuy nhiên, trẻ có thể cải thiện việc đọc bằng các kỹ năng hay giác quan khác và phát triển những chiến lược để nâng cao thành tích học tập."
disease_12227,Những biểu hiện nào thường đi kèm với tình trạng VA sưng phồng?,"Các triệu chứng thường gặp bao gồm giọng mũi, đau và khô họng, ngủ ngáy, ngưng thở khi ngủ, chảy mũi xanh hay đục màu, đau họng, nổi hạch ở cổ, đau tai, viêm tai dai dẳng hay tái lại.","Khi VA bị viêm, chúng sẽ sưng lớn lên. Hậu quả là gây tắc nghẽn hay làm hẹp cửa mũi sau. Từ đó dẫn đến khó thở qua đường mũi. Đây là triệu chứng thường gặp nhất của bệnh. Ngoài ra, một số triệu chứng có liên quan tới VA bị sưng phồng như: - Giọng mũi, người nghe có cảm giác người bệnh nói qua mũi.
- Đau và khô họng do người bệnh thường phải thở qua miệng.
- Ngủ ngáy hay ngưng thở khi ngủ. Kèm theo có thể là các triệu chứng liên quan tới nhiễm trùng như: - Chảy mũi nước xanh hay đục màu.
- Đau họng.
- Nổi hạch ở cổ.
- Đau tai, viêm tai dai dẳng hay tái lại."
disease_1367,Nguyên nhân hình thành rò trong bệnh Crohn là gì?,"Rò trong bệnh Crohn hình thành do tình trạng viêm trong ruột kéo dài gây ra các vết loét trên niêm mạc ruột, dần dần ăn sâu vào thành ruột và lan sang các cấu trúc lân cận.","Rò là đường thông nối bất thường giữa hai cấu trúc của cơ thể. Khi bị viêm lâu ngày, tạo thành vết loét, ăn mòn hết thành ruột và qua cả các cấu trúc lân cận, tạo thành đường rò. Ví dụ như rò qua da (thường gặp ở các vết loét hậu môn), bàng quang, âm đạo, hoặc giữa các quai ruột với nhau. Khi đó, các chất trong đường ruột có thể qua đường rò đến các cơ quan này gây ra triệu chứng phân trong nước tiểu hoặc phân trong dịch âm đạo. Trong một số trường hợp, lỗ rò có thể bị nhiễm trùng và hình thành áp xe, có thể đe dọa tính mạng nếu không được điều trị."
disease_1896,Tại sao trẻ sơ sinh và trẻ nhỏ lại dễ bị dị ứng lúa mì hơn người lớn?,Trẻ sơ sinh và trẻ nhỏ dễ bị dị ứng lúa mì hơn người lớn vì hệ miễn dịch và hệ tiêu hóa của các bé chưa phát triển hoàn thiện.,"2 yếu tố thuận lợi chính là tiền sử gia đình và tuổi tác. Tiền sử gia đình: nếu người thân của bạn, đặc biệt là bố mẹ, bị dị ứng (dị ứng lúa mì, sốt hoa cỏ/ sốt mùa hè/ sốt mùa cỏ khô (Hay fever), hoặc hen suyễn…) thì bạn có nguy cơ cao bị dị ứng lúa mì. Tuổi tác: trẻ sơ sinh và trẻ nhỏ thường bị dị ứng lúa mì hơn người lớn do hệ miễn dịch và hệ tiêu hóa của chúng chưa hoàn thiện. Hầu hết trẻ sẽ hết dị ứng ở độ tuổi 12-16 tuổi, nhưng người lớn vẫn có thể bị."
disease_14057,Tại sao dị ứng có thể gây viêm xoang mãn tính?,"Dị ứng với các chất như phấn hoa hoặc hóa chất có thể khiến đường mũi bị viêm, dẫn đến tình trạng viêm xoang mãn tính.","Sau đây là những nguyên nhân phổ biến nhất gây viêm xoang mãn tính: - Dị ứng, đặc biệt dị ứng với môi trường (chẳng hạn như phấn hoa hoặc hóa chất). Những chất này có thể khiến đường mũi của bạn bị viêm.
- Sự phát triển mô được gọi là polyp bên trong mũi của bạn. Polyp mũi có thể khiến bạn khó thở bằng mũi và làm tắc các xoang. - Một bức tường mô không đồng đều giữa hai lỗ mũi của bạn. Đây được gọi là vách ngăn lệch và nó có thể hạn chế luồng không khí lưu thông trong một hoặc cả hai lỗ mũi của bạn.
- Nhiễm trùng mũi, khí quản hoặc phổi do vi rút hoặc vi khuẩn (bao gồm cả cảm lạnh). Chúng có thể khiến mũi của bạn bị viêm và khiến chất nhầy khó thoát ra khỏi mũi. Các tình trạng sức khỏe khác cũng có thể gây ra viêm xoang mãn tính, bao gồm: - Hen suyễn, một tình trạng gây viêm mãn tính trong đường hô hấp của bạn
- Bệnh trào ngược dạ dày thực quản (GERD), một bệnh về đường tiêu hóa.
- HIV, một loại vi rút có thể làm suy yếu hệ thống miễn dịch của bạn
- Xơ nang, một tình trạng trong đó chất nhầy trong cơ thể bạn tích tụ và thường gây ra nhiễm trùng do vi khuẩn."
disease_8617,Thiếu máu cục bộ là gì?,Thiếu máu cục bộ là loại thiếu máu não do lưu lượng máu đến một khu vực não bị suy giảm hoặc gián đoạn.,"Thiếu máu não có thể được phân loại thành một số loại khác nhau theo nguyên nhân. Chúng bao gồm:1 - Huyết khối: Loại thiếu máu cục bộ này thường là do cục máu đông hình thành tại chỗ gây ra.
- Tắc mạch: Thường do cục máu đông có thể hình thành trong tim hoặc động mạch. Sau đó di chuyển đến động mạch khác (thường nhỏ hơn), gây ra tắc nghẽn ở động mạch đích.
- Giảm tưới máu: Loại này là do thiếu nguồn cung cấp máu tổng thể. Nhồi máu cơ tim, mất máu nghiêm trọng do chấn thương hoặc phẫu thuật có thể làm giảm lưu lượng máu tổng thể lên não. Thiếu máu cục bộ có thể ảnh hưởng đến một vùng nhỏ của não. Hoặc nó có thể ảnh hưởng đến một vùng lớn, thậm chí toàn bộ não:1 - Thiếu máu cục bộ khu trú được giới hạn trong một khu vực cụ thể của não. Nó thường xảy ra khi một cục máu đông đã làm tắc nghẽn động mạch trong não..
- Thiếu máu toàn bộ ảnh hưởng đến một vùng não rộng hơn. Thường xảy ra khi lượng máu cung cấp cho não bị giảm mạnh hoặc ngừng lại. Điều này thường do tim ngừng đập."
disease_13007,Chảy máu trong do bệnh viêm loét dạ dày tá tràng có thể biểu hiện như thế nào?,Chảy máu trong do bệnh viêm loét dạ dày tá tràng có thể biểu hiện bằng chảy máu ồ ạt hoặc rỉ rả. Chảy máu rỉ rả dẫn đến thiếu máu mạn trong khi chảy máu ồ ạt có thể gây ra xuất huyết tiêu hoá.,"Nếu không được điều trị hiệu quả, bệnh lý viêm loét dạ dày tá tràng có thể dẫn đến: - Chảy máu trong: Chảy máu có thể ồ ạt hoặc rỉ rả. Chảy máu rỉ rã dẫn đến thiếu máu mạn trong khi chảy máu ồ ạt có thể gây ra xuất huyết tiêu hoá. Xuất huyết tiêu hoá là một cấp cứu nội khoa nguy hiểm, có thể đe doạ đến tính mạng người bệnh.
- Thủng dạ dày: Dạ dày khi bị viêm và loét chúng rất nhạy cảm và dễ bị tổn thương. Vết loét này có thể tạo nên một lỗ thủng trên thành dạ dày và tá tràng. Tuỳ vào tình trạng bệnh nhân, vết thủng có thể tự lành gọi là thủng bít hoặc gây ra biến chứng như viêm phúc mạc. Thủng dạ dày gây ra viêm phúc mạc là một cấp cứu ngoại khoa. Bệnh nhân cần phải mổ để khâu lại lỗ thủng.
- Tắc nghẽn: Loét có thể cản trở sự di chuyển của thức ăn trong ống tiêu hoá. Bệnh nhân dễ bị no, nôn mửa và sụt cân.
- Ung thư dạ dày; Nhiều nghiên cứu chỉ ra rằng việc nhiễm H. pylori có nguy cơ ung thư dạ dày cao hơn so với người không mắc chúng."
disease_7544,Các triệu chứng của bệnh suy giáp là gì?,"Các triệu chứng của bệnh suy giáp bao gồm: da khô, phản xạ chậm, phù, nhịp tim chậm.","Bác sĩ sẽ hỏi bệnh và thăm khám kĩ lưỡng các dấu hiệu của bệnh suy giáp, bao gồm: - Da khô.
- Phản xạ chậm.
- Phù.
- Nhịp tim chậm. Ngoài ra, bác sĩ sẽ cần bạn nói rất kì triệu chứng khác mà bạn gặp phải như mệt mỏi, buồn phiền, táo bón hoặc cảm giác sợ lạnh. Đồng thời bạn cũng cần cung cấp cho bác sĩ các thông tin sau: - Bạn có bao giờ phẫu thuật tuyến giáp.
- Có bao giờ bạn xạ trị vùng đầu cổ để trị ung thư chưa.
- Bạn có sử dụng những thuốc có khả năng gây ra suy giáp hay không.
- Bất kì thành viên nào trong gia đình mắc các bệnh lý về tuyến giáp…"
disease_8018,Khi nào bạn nên đi khám bệnh vì sỏi bàng quang?,"Bạn nên đi khám khi có bất cứ triệu chứng nào như tiểu nhiều lần, tiểu đêm, đau hạ vị hoặc quanh bộ phận sinh dục và có máu trong nước tiểu.","Nên đi khám khi bạn có bất cứ triệu chứng nào ở trên, cụ thể là khi tiểu nhiều lần, tiểu đêm, đau hạ vị hoặc quanh bộ phận sinh dục và có máu trong nước tiểu. Những triệu chứng trên cũng có thể gặp ở nhiều nhóm bệnh lý khác tuy nhiên cần được thăm khám tại bệnh viện. Nếu nghi ngờ sỏi bàng quang, bạn cần thực hiện thêm các xét nghiệm để chẩn đoán."
disease_10427,Việc nhận diện triệu chứng của bệnh tắc ruột ở giai đoạn nào có vai trò quan trọng giúp cấp cứu bệnh nhân kịp thời?,Việc nhận diện càng sớm càng tốt các triệu chứng của bệnh đóng vai trò quan trọng giúp cấp cứu bệnh nhân kịp thời.,"Tắc ruột là một hội chứng trong đó ruột của người bệnh, bao gồm ruột non và ruột già bị tắc nghẽn cơ năng hoặc cơ học. Sự tắc nghẽn dẫn đến sản phẩm tiêu hoá không di chuyển qua được, tích tụ lại, không đào thải khỏi cơ thể. Điều này dẫn đến một loạt các biến chứng nặng nề. Vì vậy, sau khi được chẩn đoán, người bệnh cần phải được can thiệp khoa ngoại khẩn cấp. Nếu không sẽ dẫn đến viêm phúc mạc, thậm chí tử vong, đặc biệt trong tắc ruột cơ học. Việc nhận diện càng sớm càng tốt các triệu chứng của bệnh đóng vai trò quan trọng giúp cấp cứu bệnh nhân kịp thời."
disease_12387,Những loại tác nhân có thể gây ra viêm bàng quang xuất huyết là?,"Vi khuẩn, nấm và ký sinh trùng.","Các virus có thể gây ra viêm bàng quang xuất huyết là adenovirus, polyomavirus và herpes simplex loại 2. Vi khuẩn, nấm và ký sinh trùng là những nguyên nhân ít phổ biến hơn gây ra bệnh này. Hầu hết những người có viêm bàng quang xuất huyết do nhiễm trùng thường có hệ thống miễn dịch suy yếu do ung thư hoặc điều trị ung thư."
disease_14534,Trình tự phát triển của bệnh zona diễn ra như thế nào?,"Bệnh zona diễn tiến theo trình tự: xuất hiện mảng màu hồng trên da -> mọc mụn nước -> mụn nước đục, vỡ ra rồi xẹp lại -> khô và đóng mày -> biến mất sau 2-4 tuần.","- Đầu tiên xuất hiện các mảng màu hồng trên da, sau đó sẽ mọc mụn nước trên các mảng hồng này. Các mụn nước mọc thành chùm, căng, chứa dịch trong và khó vỡ. Vùng da bị mụn nước có rất đau và bỏng rát.
- Sau khoảng 3 ngày,dịch mụn nước chuyển sang đục, vỡ ra rồi xẹp lại, khô và đóng mài trong vòng 7-10 ngày và hoàn toàn biến mất sau 2-4 tuần.
- Khi các mụn nước biến mất có thể để lại sẹo nhạt màu hơn so với màu da bình thường xung quanh (sẹo giảm sắc tố). Đối với người lớn tuổi hay người bị suy dinh dưỡng, mụn nước có thể bị hoại tử và để lại sẹo xấu hơn. Các triệu chứng đau, ngứa biến mất sau vài tuần hay vài tháng. Còn đối với người lớn tuổi (trên 50 tuổi) thì các triệu chứng đau rát, kiến bò, châm chích sẽ kéo dài lâu hơn từ vài tháng đến vài năm, gây mất ngủ và ảnh hưởng đến chất lượng cuộc sống. Ngoài các tổn thương ở trên da, những đối tượng bị suy giảm miễn dịch còn có thể bị tổn thương ở các cơ quan như phổi, gan, não…có thể dẫn đến tử vong."
disease_8884,Bệnh thoái hóa tinh bột có thể chữa được không?,"Không, bệnh thoái hóa tinh bột không thể chữa được, nhưng có thể kiểm soát lượng amyloid bên trong cơ thể.","Bệnh thoái hoá tinh bột không thể chữa được, nhưng có thể kiểm soát lượng amyloid bên trong cơ thể. Hãy nói chuyện với bác sĩ về lựa chọn điều trị, và hợp tác với họ nếu việc điều trị hiện tại không hiệu quả như mong đợi. Họ có thể điều chỉnh để làm giảm triệu chứng và cải thiện chất lượng cuộc sống. Nếu bạn đang nghi ngờ mình mắc bệnh thoái hóa tinh bột, hãy đến gặp bác sĩ để được chẩn đoán và tư vấn điều trị kịp thời nhé. "
disease_13976,Tình trạng đau ở tay và chân thường gặp trong giai đoạn nào của viêm tĩnh mạch huyết khối?,Đau nhức ở bắp tay hoặc bắp chân là triệu chứng thường gặp trong giai đoạn viêm tĩnh mạch huyết khối.,"Các triệu chứng viêm tĩnh mạch thường ảnh hưởng đến tay hoặc chân bị bệnh, bao gồm: - Tấy đỏ.
- Sưng phù.
- Tay hoặc chân nóng.
- Có các vệt màu đỏ trên tay hoặc chân.
- Nhạy cảm với cơn đau.
- Loét trên da tại vùng tổn thương.
- Đau bắp tay, bắp chân, tăng khi vận động và giảm khi đi lại. Ngoài ra chúng ta cũng phải nắm rõ các biểu hiện của biến chứng thuyên tắc phổi. Điều này góp phần giúp bệnh nhân được cấp cứu kịp thời. Các triệu chứng của thuyên tắc phổi là: - Khó thở không rõ nguyên nhân
- Đau ngực , tăng khi hít thở sâu
- Ho ra máu
- Thở nhanh
- Cảm thấy choáng váng hoặc mệt mỏi
- Nhịp tim nhanh Đôi khi bệnh nhân có thể đột ngột bị thuyên tắc phổi mà không có triệu chứng của huyết khối tĩnh mạch sâu trước đó."
disease_14149,"Trong khai thác tiền sử bệnh, mục đích của việc tìm hiểu về những vấn đề sinh hoạt tình dục là gì?",Việc tìm hiểu về những vấn đề sinh hoạt tình dục trong quá trình khai thác tiền sử bệnh nhằm xác định có bất kỳ yếu tố nguy cơ nào có thể dẫn đến tình trạng viêm âm đạo hay không.,"Bác sĩ sẽ tiến hành kiểm tra tình trạng hiện tại và hỏi về tiền sử bệnh. Bao gồm tiền sử các bệnh lý phụ khoa, các bệnh lý viêm nhiễm âm đạo hay bệnh lây qua đường tình dục. Bác sĩ cũng có thể cần biết về các vấn đề sinh hoạt tình dục và thói quen vệ sinh vùng âm đạo."
disease_7333,Tình trạng rụng tóc do nguyên nhân mất cân bằng hormone ở trẻ sơ sinh có thường đi kèm với biểu hiện nào khác ngoài rụng tóc không?,Thường được phát hiện cùng với biểu hiện rụng tóc sau sinh của mẹ.,Trẻ sơ sinh tóc rụng thường xuất phát từ sự mất cân bằng hormone từ khi bé chào đời. Nguyên nhân có thể do cơ thể mẹ bị rối loạn hormone hoặc bản thân trẻ bị thiếu dinh dưỡng. Rụng tóc do nguyên nhân này thường được phát hiện cùng với biểu hiện rụng tóc sau sinh của mẹ.
disease_4206,Steroid gây loãng xương như thế nào?,Steroid gây loãng xương bằng cách giảm lượng canxi hấp thụ từ ruột và tăng mất canxi qua thận.,Steroid (corticosteroid) được sử dụng để điều trị một số tình trạng viêm như viêm khớp dạng thấp. Chúng ảnh hưởng đến việc sản xuất xương bằng cách giảm lượng canxi hấp thụ từ ruột và tăng mất canxi qua thận. Nếu bạn cần phải sử dụng steroid trong hơn 3 tháng. Bác sĩ có thể sẽ cho thêm canxi và vitamin D để giúp ngăn ngừa loãng xương. Xem chi tiết về những tác hại của việc lạm dụng thuốc Steroid với bài viết: Thuốc kháng viêm không Steroid (NSAIDs): Sử dụng bừa bãi gây tác hại gì?
disease_5220,Cảm lạnh thường kéo dài trong bao lâu?,Các triệu chứng cảm lạnh thường biến mất sau 10 – 14 ngày.,"Nhiều loại virus có thể gây cảm lạnh. Các triệu chứng có thể bao gồm: - Nghẹt mũi hoặc chảy nước mũi.
- Đau họng.
- Đau đầu.
- Đau cơ.
- Ho và hắt hơi.
- Thay đổi về hương vị và khứu giác.
- Sốt.
- Cảm giác nặng trong tai và mặt. Các triệu chứng thường biến mất khi điều trị tại nhà sau 10 – 14 ngày.6"
disease_11925,Ung thư tế bào biểu mô vảy phát triển từ đâu?,Ung thư tế bào biểu mô vảy phát triển từ các tế bào vảy lót niêm mạc cổ họng.,"- Ung thư tế bào biểu mô vảy: Loại này phát triển từ các tế bào vảy lót niêm mạc cổ họng.
- Ung thư tế bào biểu mô tuyến: Đây là loại ung thư cổ họng phát triển từ các tế bào tuyến và rất hiếm."
disease_8052,"Tại sao nên tăng cường ăn rau xanh, hoa quả tươi để phòng ngừa sỏi bùn túi mật?","Rau xanh, hoa quả tươi giúp hạn chế việc hấp thu chất béo tại ruột, rất tốt cho quá trình tiêu hoá. Chúng cung cấp một lượng lớn vitamin và nguồn dinh dưỡng tự nhiên dồi dào cho cơ thể.",Các loại thực phẩm này giúp hạn chế việc hấp thu chất béo tại ruột và rất tốt cho quá trình tiêu hoá. Chúng cung cấp một lượng lớn vitamin và nguồn dinh dưỡng tự nhiên dồi dào cho cơ thể.
disease_13239,Xét nghiệm dị ứng nào được thực hiện để phân biệt viêm mũi không dị ứng với viêm mũi dị ứng?,Xét nghiệm dị ứng da và xét nghiệm kháng thể IgE đặc hiệu huyết thanh., Những xét nghiệm dị ứng được thực hiện để phân biệt viêm mũi không dị ứng với viêm mũi dị ứng. Chúng bao gồm xét nghiệm dị ứng da và xét nghiệm kháng thể IgE đặc hiệu huyết thanh. Nên ngưng thuốc kháng histamin 2 ngày và Corticoid 3 đến 6 ngày trước khi thực hiện xét nghiệm này. Nếu cả 2 xét nghiệm này đều âm tính thì tình trạng viêm mũi ít khả năng là viêm mũi dị ứng.  
disease_10418,Tình trạng nào có thể gây ra tật đầu nhỏ?,Một tình trạng gọi là dính khớp sọ có thể gây ra tật đầu nhỏ.,"Tật đầu nhỏ là một tình trạng suốt đời. Chưa có phương pháp điều trị nào để khôi phục kích thước đầu về bình thường. Nếu tật đầu nhỏ liên quan đến thiếu dinh dưỡng, việc bổ sung dưỡng chất là vô cùng cần thiết để trẻ hồi phục. Vì mức độ đầu nhỏ thay đổi từ nhẹ đến nặng, chọn lựa điều trị vì vậy cũng thay đổi theo. Các em bé với tật đầu nhỏ mức độ nhẹ thường không gặp bất kỳ vấn đề gì khác ngoài kích thước đầu nhỏ. Những bé này cần được đánh giá kiểm tra thường xuyên để theo dõi sự tăng trưởng và phát triển. Các trường hợp nặng, các bé sẽ cần chăm sóc và điều trị tập trung sớm. Cần thực hiện chương trình chuyên sâu để cải thiện và tối ưu sự phát triển thể chất và trí tuệ. Một số can thiệp sớm với các trò chơi kích thích gồm nói chuyện, tập thể lực, hay liệu pháp chuyên sâu có thể tác động tích cực lên sự phát triển của các em bé đầu nhỏ. Trong một số trường hợp, bé vẫn phát triển tốt và có trí thông minh bình thường, dù kích thước đầu vẫn nhỏ. Vì vậy, việc tuân thủ điều trị là vô cùng quan trọng. Ngoài ra, một tình trạng gọi là dính khớp sọ cũng có thể gây ra tật đầu nhỏ. Trong trường hợp này, các khớp giữa xương sọ bị dính vào nhau trước khi trưởng thành, khiến não không thể phát triển đầy đủ. Tình trạng này có thể được giải quyết thông qua phẫu thuật để tái định hình lại xương sọ."
disease_10734,Khi nào cần gặp bác sĩ khi bị u nang buồng trứng?,"Khi bị u nang buồng trứng, bạn nên đi khám bác sĩ để được hướng dẫn điều trị phù hợp.","U nang buồng trứng không nên điều trị tại nhà mà nên đi khám để được bác sĩ hướng dẫn. Bác sĩ sẽ biết được những loại u nào cần được mổ, những loại u nào cần phải uống thuốc. Những trường hợp u nang buồng trứng chưa cần mổ, người bệnh nên tuân theo lịch hẹn tái khám của bác sĩ đã đề ra. Những trường hợp được bác sĩ chỉ định theo dõi, các chị em nên để ý đến các triệu chứng đau bụng, rối loạn kinh nguyệt hoặc đặc biệt là các triệu chứng báo hiệu đang có biến chứng xảy ra như u buồng trứng xoắn. Khi đó chúng ta liên hệ với bác sĩ để được tư vấn, thậm chí có thể phải nhập viện cấp cứu để được xử trí kịp thời."
disease_5492,Việc điều trị bệnh não úng thủy có ảnh hưởng đến cuộc sống của bệnh nhân trẻ em không?,"Có, việc điều trị bệnh não úng thủy có ảnh hưởng đến cuộc sống của bệnh nhân trẻ em, cụ thể là họ cần phải trải qua nhiều cuộc phẫu thuật để điều chỉnh hoặc chỉnh sửa hệ thống shunt, điều này ảnh hưởng đến sự phát triển của trẻ.","Hầu hết các bệnh nhân trẻ em được phẫu thuật điều trị não úng thủy cần được phẫu thuật thêm tối thiểu 1 lần để điều chỉnh hoặc chỉnh sửa hệ thống shunt. Nhiều trường hợp bệnh nhân cần nhiều cuộc phẫu thuật trong suốt thời gian sống. Vì lý do trên nên ít nhiều sự phát triển của trẻ có ảnh hưởng. Ngoài ra việc đặt hệ thống shunt cũng phát sinh nhiều vấn đề sức khỏe như: - Các vấn đề xuất phát từ hệ thống shunt như nhiễm trùng và tắc nghẽn shunt. Các triệu chứng gồm có sốt, đau đầu hoặc nôn ói.
- Động kinh – động kinh là do những sóng điện bất thường phát ra ở não bộ. Những trẻ em động kinh thường có những cơn co giật tay chân tự ý trong vài giây và ngất đi. - Cản trở quá trình phát triển: Ở một số bệnh nhân não úng thủy có sự chậm phát triển tâm thần và thể chất. Bệnh nhân thường chậm ngồi, chậm đi hoặc chậm nói so với các trẻ bình thường. Những bệnh nhân này cần được thăm khám các chuyên gia để có những chương trình can thiệp sớm để giúp trẻ trong quá trình phát triển. Sau các biện pháp điều trị bệnh nhân cần được theo dõi tái khám thường xuyên ở các cơ sở y tế. Tái khám mỗi tháng trong 6 tháng đầu, sau đó mỗi 3 đến 6 tháng hoặc khi xuất hiện các triệu chứng mới."
disease_687,Tại sao chẩn đoán bệnh động mạch vành có thể phức tạp?,Do biểu hiện không điển hình.,Bệnh nhân đau ngực phải được đánh giá hội chứng mạch vành cấp và các bệnh đe dọa tính mạng khác như phình bóc tách động mạch chủ hay thuyên tắc phổi. Điều này có thể thực hiện thông qua việc khai thác bệnh sử và khám thực thể cẩn thận. Chẩn đoán bệnh động mạch vành có thể phức tạp do biểu hiện không điển hình.
disease_10659,Tên gọi khác của u bì biểu bì là gì?,"U bì biểu bì thường được gọi là u bã nhờn, tuy nhiên hai loại u này khác nhau. U bã nhờn thực sự rất ít phổ biến.","Gồm có các đặc điểm sau: - Vết sưng nhỏ, giống một nối tròn, chắc hoặc mềm, màu trùng với màu da, hoặc vàng. Kích thước thay đổi từ vài mm đến vài cm.
- Trung tâm u có thể có 1 lỗ đen cắm vào.
- Vị trí tập trung ở mặt, cổ thân mình trên, bộ phận sinh dục.
- Vỏ nang mỏng bao quanh chất bên trong chứa đầy keratin và mảnh vụn giàu lipid màu trắng, vàng có mùi.
- U nang có thể vỡ ra gây viêm hoặc nhiễm trùng, sưng, đỏ đau.  Nhiều người gọi u nang biểu bì là u nang bã nhờn, nhưng chúng khác nhau. U nang bã nhờn thực sự rất ít phổ biến. Chúng có nguồn gốc sâu dưới da, phát sinh từ các tuyến bã nhờn ở nang lông, tiết ra chất nhờn giúp bôi trơn tóc và da"
